date,low_temp,high_temp,ave_temp
2020/10/11,17,23.3,19.8
2020/10/12,18.6,25.1,21.5
2020/10/13,19,26.7,22.1
2020/10/14,18.4,23.2,20.3
2020/10/15,14.7,19.7,16.8
2020/10/16,13.9,19.5,16.1
2020/10/17,11.5,16,12.7
2020/10/18,11.3,19.8,14.3
2020/10/19,11.2,17.1,13.1
2020/10/20,10.5,21,15.6
2020/10/21,11.9,21.6,16
2020/10/22,14.2,22.1,17.4
2020/10/23,14.3,17.9,16.8
2020/10/24,12.7,21.2,17.3
2020/10/25,11.4,21.3,15.5
2020/10/26,10.7,22.9,16.2
2020/10/27,13.3,20.8,16.7
2020/10/28,13.1,20.2,16.6
2020/10/29,13,22.8,17.3
2020/10/30,11.1,18.5,14.9
2020/10/31,9.2,19.2,13.8
2020/11/1,9,19.9,14.3
2020/11/2,11.6,23.6,15.6
2020/11/3,12.8,17.1,14.8
2020/11/4,9.8,18.6,13.7
2020/11/5,9.1,19.4,13.4
2020/11/6,10.6,16.2,12.8
2020/11/7,11.5,20.6,15.5
2020/11/8,13.5,22.4,17.3
2020/11/9,10.5,18.3,13.5
2020/11/10,8.6,16.9,11.9
2020/11/11,8.3,16.9,11.9
2020/11/12,6.2,13.1,10.2
2020/11/13,9.7,19,13.7
2020/11/14,10.4,20.3,14.7
2020/11/15,7.5,18.6,13.4
2020/11/16,9.1,21.4,14.7
2020/11/17,10.8,20.7,15.2
2020/11/18,10.3,21.4,15.8
2020/11/19,13.2,24.9,19.1
2020/11/20,18.5,23.9,21.9
2020/11/21,11.1,20.2,16.6
2020/11/22,8.5,19.3,15
2020/11/23,11.4,20.9,15.5
2020/11/24,10.1,13.3,11.8
2020/11/25,9.2,12.1,10.5
2020/11/26,9.2,18.6,12.8
2020/11/27,10.2,13.2,11.6
2020/11/28,8.8,17.3,11.8
2020/11/29,7.5,13.7,10.1
2020/11/30,5.2,14.9,9.9
2020/12/1,5.6,14.9,10.2
2020/12/2,7,10.2,8.2
2020/12/3,6.7,10.6,8.1
2020/12/4,5.5,13.9,9.2
2020/12/5,4.4,7.7,6.6
2020/12/6,4.4,13.5,8.2
2020/12/7,4.7,16.1,9.7
2020/12/8,5.8,17.2,11.4
2020/12/9,7.9,12.2,9.8
2020/12/10,6.9,12.2,9.3
2020/12/11,5.3,14.4,10.2
2020/12/12,8.3,15,11.4
2020/12/13,5.9,15.4,9.9
2020/12/14,5.5,13.1,8.5
2020/12/15,2,11.3,6.1
2020/12/16,0.5,9.6,4.6
2020/12/17,-0.1,9.4,4.3
2020/12/18,0.5,11.6,6.1
2020/12/19,1.6,9.4,5.8
2020/12/20,-0.6,9.4,4.4
2020/12/21,0.1,11.2,5.3
2020/12/22,0.5,11.7,5.6
2020/12/23,1.2,14.1,7.7
2020/12/24,2.6,12.9,8
2020/12/25,4.7,14,8.7
2020/12/26,1.5,11.8,6.4
2020/12/27,3.4,12.7,7.8
2020/12/28,6.2,13.5,8.5
2020/12/29,4.3,13.1,8.7
2020/12/30,2.7,12.3,6.9
2020/12/31,-0.2,7.6,3.4
